8,44,20,35,48,10,7,34,24,12,0,2,44,33,8,36,37,23,48,49,29,44,16,16,29,42,11,17,2,39,16,8,23,31,24,14,21,43,27,47,10,5,13,9,26,40,12,7,1,12,19,6,40,20,7,38,30,25,30,19,2,24,21,41,14,46,1,36,11,38,1,36,33,43,31,43,45,13,3,19,3,33,47,22,32,34,42,40,27,9,23,47,26,5,1,19,14,11,9,23,11,22,6,32
35,48,40,32,17,21,37,13,36,28,2,0,14,38,22,45,17,43,29,1,20,36,10,29,20,32,24,42,43,42,46,29,1,12,7,27,12,15,24,17,32,12,28,17,9,26,40,38,32,49,39,34,24,2,30,41,16,8,2,24,37,33,12,28,11,37,4,17,37,9,9,31,30,49,2,29,49,49,46,24,34,16,12,10,10,32,22,13,37,15,27,12,48,34,13,28,29,13,2,23,24,22,22,41
32,21,38,30,39,40,14,43,9,48,44,14,0,18,30,5,26,37,29,40,11,45,46,38,22,24,28,45,11,3,46,35,24,8,7,29,44,38,37,17,28,5,24,41,12,10,40,15,3,20,26,9,36,26,8,4,41,8,26,2,46,33,31,16,42,21,6,19,11,39,36,5,25,4,39,31,16,29,36,17,34,14,49,5,26,44,40,28,19,30,33,9,2,18,42,7,33,39,42,14,42,2,5,10
12,23,26,35,47,23,46,4,19,18,33,38,18,0,26,28,29,5,8,10,24,27,12,48,2,29,32,16,33,31,41,3,30,24,38,22,29,33,7,22,35,14,2,45,43,4,4,44,37,44,11,49,32,48,6,34,49,42,39,22,12,34,34,8,31,44,43,47,6,25,9,15,4,11,33,47,21,19,26,1,12,38,44,45,12,30,37,14,29,21,21,42,34,39,48,7,48,16,7,47,20,39,36,18
22,37,37,34,24,6,3,17,43,11,8,22,30,26,0,22,22,21,20,28,44,14,14,9,47,19,35,2,3,4,21,1,25,42,21,22,11,39,1,6,45,10,11,34,31,47,29,19,33,22,37,37,28,36,32,14,35,22,14,1,1,40,46,1,49,2,24,27,24,34,21,12,25,13,34,49,30,28,20,44,20,25,46,26,42,4,29,31,42,48,22,36,24,5,14,13,28,34,38,7,7,40,7,12
48,28,16,36,25,10,3,3,9,37,36,45,5,28,22,0,48,17,31,47,2,34,18,1,4,1,33,42,35,37,17,19,21,40,22,48,11,1,9,47,32,49,14,46,38,41,36,23,20,35,24,22,37,7,30,36,3,17,46,47,34,45,24,48,35,44,23,18,11,16,43,21,10,3,35,10,31,4,20,28,39,13,7,39,44,22,4,2,7,29,18,25,12,39,41,8,3,11,48,16,3,7,36,38
32,1,22,14,26,22,4,9,45,28,37,17,26,29,22,48,0,18,3,11,42,46,1,30,22,47,44,15,7,34,23,23,4,26,3,40,30,46,29,47,42,47,28,30,10,4,5,20,12,40,40,32,8,34,39,34,44,43,43,19,43,5,5,15,19,26,30,39,19,12,19,35,28,31,29,31,12,45,26,47,3,6,10,14,18,7,1,37,21,2,5,6,32,25,20,41,25,2,43,41,21,6,39,1
27,41,19,13,3,29,31,26,49,7,23,43,37,5,21,17,18,0,30,34,30,8,34,24,49,23,12,40,33,41,14,44,4,17,3,47,48,34,10,17,18,28,40,5,21,19,32,49,2,32,31,19,15,46,7,36,36,41,15,44,39,14,36,4,19,35,10,3,31,32,5,12,42,39,3,48,29,24,47,32,7,17,7,24,13,17,36,37,1,28,39,49,15,28,15,14,9,1,16,20,31,27,14,29
21,29,23,48,8,42,11,33,29,9,48,29,29,8,20,31,3,30,0,45,19,21,30,11,15,12,41,29,38,1,11,26,14,34,30,31,34,42,33,36,45,13,26,49,43,42,35,6,21,36,33,8,17,33,28,31,18,3,48,29,3,14,30,26,11,20,28,17,24,45,23,1,46,38,35,16,6,7,46,23,3,40,10,23,31,21,43,43,22,5,10,26,3,42,45,3,15,27,24,38,2,5,14,44
38,37,30,20,38,48,24,19,29,7,49,1,40,10,28,47,11,34,45,0,44,41,2,37,45,36,7,8,41,43,36,33,33,33,35,39,35,24,12,13,22,19,4,23,48,32,31,24,25,40,18,22,24,16,4,39,43,21,27,2,6,6,3,38,28,17,12,39,22,3,49,3,28,45,4,34,23,36,16,36,27,38,23,37,3,20,38,40,22,21,10,45,37,22,49,3,30,27,48,20,3,30,14,23
40,12,15,46,10,47,20,42,28,20,29,20,11,24,44,2,42,30,19,44,0,19,6,36,21,5,5,44,26,13,48,17,6,16,34,41,23,6,27,19,35,2,35,47,27,46,28,42,1,49,17,8,14,9,35,3,12,42,11,48,39,22,18,37,16,25,28,45,16,41,15,40,5,15,43,6,13,2,5,48,44,30,4,17,44,20,26,1,22,39,42,34,18,25,23,14,42,17,44,18,16,15,19,13
4,47,1,45,11,43,17,40,15,40,44,36,45,27,14,34,46,8,21,41,19,0,41,44,36,21,5,17,36,42,13,9,42,2,31,42,37,11,36,42,45,42,26,32,6,35,6,36,33,22,46,36,47,41,15,47,24,29,31,12,12,6,35,35,8,39,27,44,6,48,23,47,31,27,43,4,43,42,16,45,27,18,27,40,28,29,24,26,47,31,40,26,16,31,35,41,16,46,18,7,41,33,49,26
39,10,6,3,20,19,15,41,44,20,16,10,46,12,14,18,1,34,30,2,6,41,0,12,29,6,45,39,45,26,34,12,20,1,20,45,19,27,38,13,1,22,34,34,29,16,46,13,38,49,26,42,25,34,28,11,14,11,7,13,8,19,42,45,36,46,41,1,29,6,19,22,5,46,21,33,31,8,39,12,18,36,29,1,32,13,45,12,35,13,12,9,14,11,23,21,5,19,17,20,42,6,10,48
5,8,24,32,13,33,35,3,20,26,16,29,38,48,9,1,30,24,11,37,36,44,12,0,30,16,21,27,13,42,20,24,18,3,45,18,48,23,42,7,23,8,28,44,1,13,9,8,27,29,6,9,19,6,3,30,22,13,20,20,23,32,39,19,33,30,44,22,37,40,15,31,29,48,29,19,41,48,5,23,34,33,14,18,18,23,19,48,8,40,9,20,26,7,47,26,1,11,48,12,21,15,7,12
43,19,34,36,32,10,29,29,9,17,29,20,22,2,47,4,22,49,15,45,21,36,29,30,0,8,18,14,36,41,46,23,48,30,18,37,35,47,26,29,9,46,29,16,39,41,35,19,3,6,29,6,46,16,24,7,26,36,16,35,20,23,20,41,49,14,49,24,5,49,47,36,13,18,38,37,26,15,3,43,25,28,12,15,49,25,41,49,40,27,48,43,17,1,40,1,14,38,29,31,35,12,37,10
44,2,39,27,5,41,18,35,47,35,42,32,24,29,19,1,47,23,12,36,5,21,6,16,8,0,22,3,40,25,12,15,37,24,11,47,32,37,47,15,49,34,12,32,3,14,26,8,6,26,24,16,43,13,28,22,12,11,26,14,39,38,20,17,9,21,49,39,19,35,28,21,20,22,1,39,44,23,33,6,12,8,15,8,39,37,34,26,37,41,37,42,23,6,40,33,43,40,27,29,46,12,9,39
40,16,8,11,1,3,6,25,25,32,11,24,28,32,35,33,44,12,41,7,5,5,45,21,18,22,0,37,15,26,37,38,22,46,37,40,32,25,40,20,21,8,29,33,46,36,49,12,1,32,24,19,17,20,14,15,26,28,21,7,46,22,45,8,31,28,27,36,34,18,34,47,11,34,48,17,29,28,23,11,7,45,24,29,11,36,47,35,5,44,27,12,41,13,26,38,18,43,17,48,47,10,45,15
39,28,33,28,32,2,19,48,3,1,17,42,45,16,2,42,15,40,29,8,44,17,39,27,14,3,37,0,11,25,47,47,37,41,31,45,14,33,39,31,7,49,25,12,47,12,27,22,4,25,16,10,30,27,24,40,47,47,10,29,35,38,30,15,26,43,9,26,22,30,37,25,27,38,2,33,40,17,37,13,49,34,2,49,16,4,43,14,47,14,17,14,4,2,23,42,22,6,23,5,46,45,3,30
43,47,19,43,39,39,3,36,32,18,2,43,11,33,3,35,7,33,38,41,26,36,45,13,36,40,15,11,0,16,25,34,2,31,30,35,38,46,2,6,24,36,44,33,39,18,24,2,8,32,7,27,41,2,15,30,11,35,40,4,28,17,25,24,19,14,29,26,48,7,24,7,30,12,37,4,29,15,47,15,3,25,13,34,26,17,37,45,21,40,47,20,7,6,48,2,45,31,1,8,14,13,19,44
34,33,30,44,27,18,33,1,30,2,39,42,3,31,4,37,34,41,1,43,13,42,26,42,41,25,26,25,16,0,45,22,40,4,49,10,41,3,21,35,34,9,8,33,10,24,4,30,10,30,7,46,3,23,18,5,44,43,28,36,5,17,23,42,32,8,33,41,12,31,41,23,44,48,47,26,11,2,42,20,32,25,41,11,43,24,26,45,38,12,3,8,46,18,1,48,31,49,42,12,11,22,38,18
4,40,16,36,11,26,12,48,46,42,16,46,46,41,21,17,23,14,11,36,48,13,34,20,46,12,37,47,25,45,0,39,37,19,17,29,23,31,2,13,19,21,36,41,2,35,48,26,43,6,41,43,19,29,2,26,45,49,20,11,32,4,41,7,12,5,7,13,3,38,45,31,39,30,45,34,35,12,36,45,5,24,30,40,14,28,6,9,45,35,20,16,29,30,38,30,39,27,4,19,40,29,46,36
6,41,46,43,15,36,6,27,47,23,8,29,35,3,1,19,23,44,26,33,17,9,12,24,23,15,38,47,34,22,39,0,11,31,6,34,47,21,7,31,4,9,15,3,3,18,29,47,46,32,17,15,6,8,11,1,1,14,11,30,30,36,27,1,11,18,31,14,1,30,37,41,26,4,11,30,1,49,8,14,19,8,10,46,32,12,32,31,24,26,48,1,32,38,7,13,27,41,27,40,47,14,15,4
25,45,29,4,41,26,34,2,29,34,23,1,24,30,25,21,4,4,14,33,6,42,20,18,48,37,22,37,2,40,37,11,0,27,1,35,1,11,30,11,6,4,2,41,14,49,13,34,22,4,11,15,35,36,29,2,5,46,39,2,19,23,44,36,5,3,5,14,46,47,46,45,43,9,43,32,1,23,32,47,4,37,3,10,34,6,37,44,35,23,39,2,37,13,6,2,38,30,44,22,45,31,18,43
5,47,21,30,15,35,9,47,27,22,31,12,8,24,42,40,26,17,34,33,16,2,1,3,30,24,46,41,31,4,19,31,27,0,27,19,33,5,7,21,10,48,47,36,48,33,9,17,34,46,34,30,20,36,21,8,28,4,48,48,31,32,31,4,23,21,4,26,8,20,34,35,18,31,48,7,28,45,23,45,10,7,34,29,34,27,43,34,17,17,18,39,3,16,8,32,13,28,38,34,8,14,18,14
47,10,27,1,6,3,9,8,13,40,24,7,7,38,21,22,3,3,30,35,34,31,20,45,18,11,37,31,30,49,17,6,1,27,0,21,39,20,5,2,11,19,23,1,41,3,34,28,3,7,12,31,10,18,39,35,7,37,9,2,26,48,32,20,5,2,20,7,49,16,20,46,33,21,42,11,16,27,34,40,34,27,14,21,45,37,14,48,1,37,48,8,37,41,41,46,29,46,8,30,9,28,43,23
7,44,17,45,17,43,17,25,9,47,14,27,29,22,22,48,40,47,31,39,41,42,45,18,37,47,40,45,35,10,29,34,35,19,21,0,14,33,29,9,4,44,23,24,10,19,42,12,38,18,30,18,49,44,10,29,35,28,4,46,3,37,10,31,25,40,28,6,6,6,36,47,5,17,43,15,3,7,34,6,24,3,32,30,30,41,32,49,6,2,41,12,15,10,26,14,8,9,49,46,32,36,9,12
32,15,7,6,28,9,30,47,11,34,21,12,44,29,11,11,30,48,34,35,23,37,19,48,35,32,32,14,38,41,23,47,1,33,39,14,0,45,10,49,37,1,4,10,21,2,7,26,4,25,33,32,5,32,27,7,46,15,18,43,20,3,33,44,10,20,3,30,11,46,1,49,42,38,42,20,11,40,47,25,27,13,19,36,29,30,5,28,17,21,46,7,15,4,13,41,31,46,8,2,39,21,4,13
20,31,39,11,6,3,29,17,10,34,43,15,38,33,39,1,46,34,42,24,6,11,27,23,47,37,25,33,46,3,31,21,11,5,20,33,45,0,10,26,36,1,2,11,43,33,7,16,34,30,19,37,1,3,29,4,38,15,4,47,5,43,6,18,24,28,31,49,42,44,28,4,45,17,9,17,24,4,14,13,20,2,19,28,42,34,32,30,49,7,49,31,25,16,41,39,48,20,37,15,27,17,7,12
32,47,25,12,33,19,37,40,48,26,27,24,37,7,1,9,29,10,33,12,27,36,38,42,26,47,40,39,2,21,2,7,30,7,5,29,10,10,0,31,26,1,36,22,12,21,23,15,44,12,46,27,45,46,25,19,17,32,13,34,9,34,2,21,15,30,2,47,40,48,32,23,22,36,8,20,30,44,30,11,43,12,18,23,28,2,34,13,16,20,20,35,5,27,14,13,3,36,34,30,29,10,29,46
3,32,7,31,10,23,23,27,30,39,47,17,17,22,6,47,47,17,36,13,19,42,13,7,29,15,20,31,6,35,13,31,11,21,2,9,49,26,31,0,44,4,21,13,43,49,12,45,25,30,29,38,46,14,49,8,37,15,23,35,45,46,21,19,35,12,40,41,5,33,14,47,30,1,18,21,14,6,34,2,30,34,43,47,17,14,37,15,1,15,20,16,34,46,12,33,8,13,12,19,22,11,47,31
17,33,44,43,9,39,22,28,6,28,10,32,28,35,45,32,42,18,45,22,35,45,1,23,9,49,21,7,24,34,19,4,6,10,11,4,37,36,26,44,0,24,47,22,8,17,4,7,33,19,26,9,23,26,33,9,48,19,3,49,25,38,43,24,48,6,43,42,11,42,6,2,45,1,38,9,19,2,41,37,4,14,38,23,23,4,29,22,19,31,36,7,18,43,17,31,46,5,27,28,14,8,25,2
47,17,22,18,15,6,36,12,22,43,5,12,5,14,10,49,47,28,13,19,2,42,22,8,46,34,8,49,36,9,21,9,4,48,19,44,1,1,1,4,24,0,34,37,30,26,47,18,43,45,39,10,22,34,19,24,35,34,28,27,6,29,19,19,12,40,15,42,12,23,26,25,27,28,8,14,26,23,34,8,37,36,49,14,15,48,32,12,19,33,31,2,23,24,47,37,3,27,18,39,37,27,5,23
13,22,22,19,13,33,7,35,13,3,13,28,24,2,11,14,28,40,26,4,35,26,34,28,29,12,29,25,44,8,36,15,2,47,23,23,4,2,36,21,47,34,0,37,49,24,23,16,41,14,16,2,7,15,49,44,39,43,22,11,2,11,27,49,37,40,23,7,34,33,42,49,21,33,12,48,33,20,20,24,28,47,48,21,14,34,46,32,18,9,13,40,20,23,30,1,20,44,35,1,13,29,2,38
5,44,42,2,28,22,15,36,43,14,9,17,41,45,34,46,30,5,49,23,47,32,34,44,16,32,33,12,33,33,41,3,41,36,1,24,10,11,22,13,22,37,37,0,13,40,18,31,41,13,7,17,1,21,42,9,37,20,23,39,46,45,14,7,23,21,22,1,29,48,14,22,21,8,29,12,20,16,3,29,14,33,46,5,16,6,15,19,14,3,15,32,4,22,20,34,28,23,48,27,38,45,42,44
27,35,37,23,42,16,42,14,45,10,26,9,12,43,31,38,10,21,43,48,27,6,29,1,39,3,46,47,39,10,2,3,14,48,41,10,21,43,12,43,8,30,49,13,0,49,15,2,35,43,47,3,16,45,44,6,24,2,17,6,31,49,2,35,33,36,33,6,14,27,49,7,42,13,28,12,49,2,30,13,3,17,32,14,44,40,8,12,18,18,11,21,48,14,27,16,35,12,36,29,20,1,14,28
16,22,42,35,30,11,12,29,49,3,40,26,10,4,47,41,4,19,42,32,46,35,16,13,41,14,36,12,18,24,35,18,49,33,3,19,2,33,21,49,17,26,24,40,49,0,20,7,9,19,26,26,23,12,49,29,31,25,1,38,40,43,30,19,14,21,23,24,42,38,39,5,14,36,21,17,24,17,30,33,26,6,8,37,9,21,39,31,30,46,40,25,10,36,16,41,5,15,40,24,4,12,11,16
40,43,41,15,48,4,17,19,46,8,12,40,40,4,29,36,5,32,35,31,28,6,46,9,35,26,49,27,24,4,48,29,13,9,34,42,7,7,23,12,4,47,23,18,15,20,0,43,33,18,25,16,28,23,21,13,25,3,15,25,23,12,17,25,9,21,24,28,10,34,42,23,31,18,7,7,10,29,35,40,32,27,3,5,17,25,3,32,32,37,3,3,27,34,18,1,9,42,22,9,31,20,16,25
47,20,20,47,10,11,45,20,14,2,7,38,15,44,19,23,20,49,6,24,42,36,13,8,19,8,12,22,2,30,26,47,34,17,28,12,26,16,15,45,7,18,16,31,2,7,43,0,22,7,11,5,42,20,18,49,46,32,4,41,23,16,7,44,8,47,14,15,25,7,6,21,18,24,31,29,6,26,43,47,14,30,43,1,47,12,6,43,1,25,33,40,45,13,45,15,2,20,14,21,45,18,1,14
9,29,5,45,41,42,13,20,20,48,1,32,3,37,33,20,12,2,21,25,1,33,38,27,3,6,1,4,8,10,43,46,22,34,3,38,4,34,44,25,33,43,41,41,35,9,33,22,0,49,23,23,6,13,16,21,49,27,18,17,33,46,5,47,20,21,8,23,24,30,14,33,35,23,40,2,27,19,34,37,23,36,33,43,40,38,41,40,23,10,44,27,8,5,18,21,19,27,44,49,25,20,39,26
46,34,35,36,13,49,25,11,11,42,12,49,20,44,22,35,40,32,36,40,49,22,49,29,6,26,32,25,32,30,6,32,4,46,7,18,25,30,12,30,19,45,14,13,43,19,18,7,49,0,41,12,49,29,48,17,15,29,1,8,13,5,29,20,27,29,27,7,5,6,5,21,16,42,21,24,21,45,45,18,20,42,18,28,28,42,12,21,48,18,2,13,30,38,8,47,35,35,31,34,43,40,47,3
16,9,13,47,34,24,37,22,38,41,19,39,26,11,37,24,40,31,33,18,17,46,26,6,29,24,24,16,7,7,41,17,11,34,12,30,33,19,46,29,26,39,16,7,47,26,25,11,23,41,0,13,10,46,39,48,18,4,22,24,6,40,35,44,39,1,3,18,11,39,26,6,16,49,49,21,42,41,11,15,18,6,45,42,41,36,18,16,13,14,11,23,10,17,38,30,26,22,10,9,47,18,29,44
42,44,16,48,18,23,49,8,11,35,6,34,9,49,37,22,32,19,8,22,8,36,42,9,6,16,19,10,27,46,43,15,15,30,31,18,32,37,27,38,9,10,2,17,3,26,16,5,23,12,13,0,10,13,19,44,35,9,17,16,20,41,8,36,18,39,46,28,48,4,12,48,20,10,25,41,20,9,45,3,7,36,7,41,6,29,27,19,4,12,45,47,49,43,34,30,46,8,15,31,9,40,13,22
46,23,48,23,3,45,29,13,42,28,40,24,36,32,28,37,8,15,17,24,14,47,25,19,46,43,17,30,41,3,19,6,35,20,10,49,5,1,45,46,23,22,7,1,16,23,28,42,6,49,10,10,0,38,34,8,29,15,11,40,49,18,3,41,45,28,18,1,18,49,13,2,27,27,19,13,12,37,38,39,4,45,27,38,22,8,25,4,3,46,4,17,38,20,48,12,19,28,44,39,2,10,14,18
9,25,40,30,47,32,27,27,20,31,20,2,26,48,36,7,34,46,33,16,9,41,34,6,16,13,20,27,2,23,29,8,36,36,18,44,32,3,46,14,26,34,15,21,45,12,23,20,13,29,46,13,38,0,12,13,11,38,45,37,6,33,8,48,49,48,23,1,10,46,6,5,29,11,30,36,41,14,45,1,34,18,22,48,37,42,27,32,25,40,8,32,38,17,45,9,28,44,36,32,37,4,13,36
18,48,22,20,35,43,13,47,40,19,7,30,8,6,32,30,39,7,28,4,35,15,28,3,24,28,14,24,15,18,2,11,29,21,39,10,27,29,25,49,33,19,49,42,44,49,21,18,16,48,39,19,34,12,0,2,21,1,14,19,19,18,6,44,36,40,13,27,48,46,20,6,27,47,48,48,38,3,9,8,29,16,27,46,17,18,1,41,23,14,19,40,31,22,17,10,30,4,34,6,41,18,4,7
23,12,2,42,23,38,41,13,14,29,38,41,4,34,14,36,34,36,31,39,3,47,11,30,7,22,15,40,30,5,26,1,2,8,35,29,7,4,19,8,9,24,44,9,6,29,13,49,21,17,48,44,8,13,2,0,28,15,3,37,47,42,9,6,43,24,40,26,20,33,39,18,5,40,48,26,18,40,5,24,43,4,33,38,7,9,49,31,32,36,11,44,12,9,4,49,28,13,16,30,14,5,2,37
10,2,46,1,31,8,32,24,8,19,30,16,41,49,35,3,44,36,18,43,12,24,14,22,26,12,26,47,11,44,45,1,5,28,7,35,46,38,17,37,48,35,39,37,24,31,25,46,49,15,18,35,29,11,21,28,0,20,11,8,47,49,30,16,24,46,23,36,13,29,38,35,23,35,14,47,38,44,18,18,22,19,31,33,12,20,49,22,14,44,22,46,5,14,35,12,45,13,23,35,13,49,20,23
42,44,29,31,42,33,25,26,1,26,25,8,8,42,22,17,43,41,3,21,42,29,11,13,36,11,28,47,35,43,49,14,46,4,37,28,15,15,32,15,19,34,43,20,2,25,3,32,27,29,4,9,15,38,1,15,20,0,30,9,7,12,44,33,16,49,5,8,6,26,37,14,47,19,29,35,27,4,40,43,17,15,9,35,20,35,6,36,18,44,25,35,42,40,9,34,3,49,40,29,39,44,28,6
47,6,24,37,12,16,25,7,45,15,30,2,26,39,14,46,43,15,48,27,11,31,7,20,16,26,21,10,40,28,20,11,39,48,9,4,18,4,13,23,3,28,22,23,17,1,15,4,18,1,22,17,11,45,14,3,11,30,0,39,38,49,16,46,39,7,10,27,6,19,38,25,25,3,15,41,47,14,18,1,38,30,6,16,4,31,16,43,7,8,19,27,29,20,20,9,12,15,16,37,45,12,39,24
27,8,37,35,25,18,7,36,33,23,19,24,2,22,1,47,19,44,29,2,48,12,13,20,35,14,7,29,4,36,11,30,2,48,2,46,43,47,34,35,49,27,11,39,6,38,25,41,17,8,24,16,40,37,19,37,8,9,39,0,41,7,5,11,4,31,6,1,28,4,32,47,10,9,10,7,12,41,21,10,34,18,29,11,19,26,35,9,39,2,21,10,13,25,17,46,7,9,14,36,20,19,20,15
20,17,18,12,16,42,22,5,43,42,2,37,46,12,1,34,43,39,3,6,39,12,8,23,20,39,46,35,28,5,32,30,19,31,26,3,20,5,9,45,25,6,2,46,31,40,23,23,33,13,6,20,49,6,19,47,47,7,38,41,0,37,18,7,7,48,10,30,22,30,40,27,6,24,42,26,19,39,33,5,40,3,5,1,41,34,40,44,36,43,2,3,13,37,25,9,48,12,12,5,21,39,9,3
33,42,19,22,20,12,41,28,14,23,24,33,33,34,40,45,5,14,14,6,22,6,19,32,23,38,22,38,17,17,4,36,23,32,48,37,3,43,34,46,38,29,11,45,49,43,12,16,46,5,40,41,18,33,18,42,49,12,49,7,37,0,30,16,29,7,28,34,17,19,44,21,1,40,32,31,2,12,5,32,9,31,21,36,18,48,10,25,33,7,32,46,26,41,28,14,45,43,29,35,33,47,18,44
44,29,29,22,28,34,16,9,25,40,21,12,31,34,46,24,5,36,30,3,18,35,42,39,20,20,45,30,25,23,41,27,44,31,32,10,33,6,2,21,43,19,27,14,2,30,17,7,5,29,35,8,3,8,6,9,30,44,16,5,18,30,0,43,22,4,30,7,34,34,42,37,43,48,31,6,11,42,18,6,1,47,32,20,27,37,12,34,44,35,28,42,39,36,12,22,29,42,14,33,44,12,31,9
33,16,28,28,26,28,21,4,17,17,41,28,16,8,1,48,15,4,26,38,37,35,45,19,41,17,8,15,24,42,7,1,36,4,20,31,44,18,21,19,24,19,49,7,35,19,25,44,47,20,44,36,41,48,44,6,16,33,46,11,7,16,43,0,14,28,38,48,1,17,26,7,1,34,24,27,20,37,33,5,13,36,14,15,27,2,33,30,38,37,29,1,37,16,5,41,37,39,20,11,17,4,43,45
27,18,43,20,37,7,34,7,24,2,14,11,42,31,49,35,19,19,11,28,16,8,36,33,49,9,31,26,19,32,12,11,5,23,5,25,10,24,15,35,48,12,37,23,33,14,9,8,20,27,39,18,45,49,36,43,24,16,39,4,7,29,22,14,0,19,39,11,48,19,17,46,45,17,31,17,32,19,39,38,15,43,34,9,48,8,14,23,7,49,4,33,28,41,16,4,38,31,10,30,13,19,7,3
9,38,39,10,46,49,34,48,33,40,46,37,21,44,2,44,26,35,20,17,25,39,46,30,14,21,28,43,14,8,5,18,3,21,2,40,20,28,30,12,6,40,40,21,36,21,21,47,21,29,1,39,28,48,40,24,46,49,7,31,48,7,4,28,19,0,40,17,42,10,39,13,37,42,19,46,31,38,33,11,38,27,43,7,4,12,25,9,39,31,43,20,33,34,38,32,26,40,5,13,13,15,29,16
13,32,11,18,9,18,13,22,46,7,1,4,6,43,24,23,30,10,28,12,28,27,41,44,49,49,27,9,29,33,7,31,5,4,20,28,3,31,2,40,43,15,23,22,33,23,24,14,8,27,3,46,18,23,13,40,23,5,10,6,10,28,30,38,39,40,0,17,49,45,43,3,49,42,45,2,8,26,9,46,29,44,12,34,30,39,34,26,33,9,6,27,20,36,26,3,30,28,32,28,23,1,11,49
