23313,23313,17109,17109,20205,20205,20588,20588,36225,36225
36951,36951,28530,28530,29033,29033,35231,35231,51130,51130
35390,35390,26969,26969,27473,27473,33671,33671,49569,49569
23733,23733,17528,17528,20625,20625,21008,21008,29242,29242
30157,30157,23952,23952,27048,27048,27432,27432,43068,43068
27524,27524,21319,21319,24416,24416,24799,24799,40436,40436
19310,19310,13105,13105,16201,16201,16585,16585,24334,24334
28478,28478,22273,22273,25369,25369,25753,25753,41389,41389
24767,24767,18562,18562,21658,21658,22042,22042,37678,37678
27686,27686,21481,21481,24577,24577,24961,24961,40597,40597
30817,30817,24612,24612,27708,27708,28092,28092,43728,43728
21542,21542,15337,15337,18433,18433,18817,18817,34453,34453
21702,21702,15497,15497,18593,18593,18977,18977,34613,34613
28125,28125,21920,21920,25016,25016,25400,25400,41036,41036
27264,27264,21059,21059,24155,24155,24539,24539,40175,40175
19709,19709,13505,13505,16601,16601,16984,16984,32621,32621
22227,22227,16023,16023,19119,19119,19502,19502,27736,27736
30680,30680,24475,24475,27572,27572,27955,27955,43591,43591
34835,34835,26414,26414,26918,26918,33115,33115,49014,49014
30701,30701,24496,24496,27593,27593,27976,27976,43612,43612
30304,30304,24099,24099,27195,27195,27579,27579,43215,43215
19430,19430,13225,13225,16321,16321,16705,16705,24939,24939
28045,28045,21841,21841,24937,24937,25320,25320,40957,40957
26323,26323,20118,20118,23214,23214,23598,23598,39234,39234
27378,27378,21173,21173,24269,24269,24653,24653,40289,40289
29624,29624,23420,23420,26516,26516,26899,26899,42536,42536
29783,29783,23578,23578,26674,26674,27058,27058,42694,42694
29621,29621,23417,23417,26513,26513,26896,26896,42533,42533
30600,30600,24395,24395,27491,27491,27875,27875,43511,43511
29441,29441,23237,23237,26333,26333,26716,26716,42353,42353
31657,31657,25453,25453,28549,28549,28932,28932,44569,44569
27077,27077,20872,20872,23969,23969,24352,24352,27792,27792
30663,30663,24459,24459,27555,27555,27938,27938,43575,43575
22117,22117,15912,15912,19008,19008,19392,19392,35028,35028
20047,20047,13842,13842,16938,16938,17322,17322,32958,32958
30812,30812,24607,24607,27703,27703,28087,28087,43723,43723
31809,31809,25604,25604,28701,28701,29084,29084,44720,44720
30836,30836,24631,24631,27728,27728,28111,28111,43747,43747
19262,19262,13058,13058,16154,16154,16537,16537,24815,24815
30046,30046,28588,28588,29091,29091,35289,35289,51188,51188
29035,29035,27576,27576,28080,28080,34278,34278,50176,50176
27497,27497,26038,26038,26542,26542,32740,32740,48638,48638
26581,26581,25122,25122,25626,25626,31824,31824,47723,47723
29115,29115,27656,27656,28160,28160,34358,34358,50257,50257
30816,30816,29358,29358,29862,29862,36059,36059,51958,51958
27140,27140,18719,18719,19223,19223,25420,25420,41319,41319
19986,19986,13782,13782,16878,16878,17261,17261,20422,20422
11573,11573,5369,5369,8465,8465,5331,5331,24485,24485
18712,18712,12508,12508,15604,15604,8077,8077,18916,18916
14219,14219,8015,8015,11111,11111,7521,7521,20963,20963
18333,18333,12128,12128,15224,15224,9098,9098,20762,20762
